TRACT,LON,LAT,MEDV,CMEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
709,-71.047000,42.203000,17.9,17.9,18.81100,0.0,18.1,0,597,4628,100.0,1.5539,24,666,20.2,28.79,34.37
710,-71.045100,42.201500,16.3,16.3,28.65580,0.0,18.1,0,597,5155,100.0,1.5894,24,666,20.2,210.97,20.08
801,-71.042000,42.198500,7.0,7.0,45.74610,0.0,18.1,0,693,4519,100.0,1.6582,24,666,20.2,88.27,36.98
802,-71.045500,42.195300,7.2,7.2,18.08460,0.0,18.1,0,679,6434,100.0,1.8347,24,666,20.2,27.25,29.05
803,-71.047700,42.196500,7.5,7.5,10.83420,0.0,18.1,0,679,6782,90.8,1.8195,24,666,20.2,21.57,25.79
805,-71.049800,42.200700,10.4,10.4,25.94060,0.0,18.1,0,679,5304,89.1,1.6475,24,666,20.2,127.36,26.64
807,-71.052500,42.198900,8.8,8.8,73.53410,0.0,18.1,0,679,5957,100.0,1.8026,24,666,20.2,16.45,20.62
808,-71.058600,42.199900,8.4,8.4,11.81230,0.0,18.1,0,718,6824,76.5,1.7940,24,666,20.2,48.45,22.74
809,-71.061800,42.199000,16.7,16.7,11.08740,0.0,18.1,0,718,6411,100.0,1.8589,24,666,20.2,318.75,15.02
810,-71.065000,42.201800,14.2,14.2,7.02259,0.0,18.1,0,718,6006,95.3,1.8746,24,666,20.2,319.98,15.70
811,-71.066500,42.197000,20.8,20.8,12.04820,0.0,18.1,0,614,5648,87.6,1.9512,24,666,20.2,291.55,14.10
812,-71.061900,42.194800,13.4,13.4,7.05042,0.0,18.1,0,614,6103,85.1,2.0218,24,666,20.2,2.52,23.29
813,-71.059000,42.192000,11.7,11.7,8.79212,0.0,18.1,0,584,5565,70.6,2.0635,24,666,20.2,3.65,17.16
814,-71.057700,42.196700,8.3,8.3,15.86030,0.0,18.1,0,679,5896,95.4,1.9096,24,666,20.2,7.68,24.39
815,-71.055800,42.193700,10.2,10.2,12.24720,0.0,18.1,0,584,5837,59.7,1.9976,24,666,20.2,24.65,15.69
816,-71.054200,42.196100,10.9,10.9,37.66190,0.0,18.1,0,679,6202,78.7,1.8629,24,666,20.2,18.82,14.52
817,-71.052100,42.194000,11.0,11.0,7.36711,0.0,18.1,0,679,6193,78.1,1.9356,24,666,20.2,96.73,21.52
818,-71.048500,42.192000,9.5,9.5,9.33889,0.0,18.1,0,679,6380,95.6,1.9682,24,666,20.2,60.72,24.08
819,-71.054700,42.189000,14.5,14.5,8.49213,0.0,18.1,0,584,6348,86.1,2.0527,24,666,20.2,83.45,17.64
820,-71.050500,42.188000,14.1,14.1,10.06230,0.0,18.1,0,584,6833,94.3,2.0882,24,666,20.2,81.33,19.69
821,-71.052000,42.185400,16.1,16.1,6.44405,0.0,18.1,0,584,6425,74.8,2.2004,24,666,20.2,97.95,12.03
901,-71.049500,42.181500,14.3,14.3,5.58107,0.0,18.1,0,713,6436,87.9,2.3158,24,666,20.2,100.19,16.22
902,-71.047500,42.184200,11.7,11.7,13.91340,0.0,18.1,0,713,6208,95.0,2.2222,24,666,20.2,100.63,15.17
903,-71.046000,42.186700,13.4,13.4,11.16040,0.0,18.1,0,0.74,6629,94.6,2.1247,24,666,20.2,109.85,23.27
904,-71.045500,42.189300,9.6,9.6,14.42080,0.0,18.1,0,0.74,6461,93.3,2.0026,24,666,20.2,27.49,18.05
905,-71.044500,42.191700,8.7,8.2,15.17720,0.0,18.1,0,0.74,6152,100.0,1.9142,24,666,20.2,9.32,26.45
906,-71.044500,42.193800,8.4,8.4,13.67810,0.0,18.1,0,0.74,5935,87.9,1.8206,24,666,20.2,68.95,34.02
907,-71.037000,42.194000,12.8,12.8,9.39063,0.0,18.1,0,0.74,5627,93.9,1.8172,24,666,20.2,396.90,22.88
908,-71.032100,42.192500,10.5,10.5,22.05110,0.0,18.1,0,0.74,5818,92.4,1.8662,24,666,20.2,391.45,22.11
910,-71.034500,42.185000,17.1,17.1,9.72418,0.0,18.1,0,0.74,6406,97.2,2.0651,24,666,20.2,385.96,19.52
911,-71.034000,42.189000,18.4,14.8,5.66637,0.0,18.1,0,0.74,6219,100.0,2.0048,24,666,20.2,395.69,16.59
912,-71.037800,42.189200,15.4,15.4,9.96654,0.0,18.1,0,0.74,6485,100.0,1.9784,24,666,20.2,386.73,18.85
913,-71.040500,42.192000,10.8,10.8,12.80230,0.0,18.1,0,0.74,5854,96.6,1.8956,24,666,20.2,240.52,23.79
914,-71.042500,42.189000,11.8,11.8,10.67180,0.0,18.1,0,0.74,6459,94.8,1.9879,24,666,20.2,43.06,23.98
915,-71.039000,42.186800,14.9,14.9,6.28807,0.0,18.1,0,0.74,6341,96.4,2.0720,24,666,20.2,318.01,17.79
916,-71.037000,42.184000,12.6,12.6,9.92485,0.0,18.1,0,0.74,6251,96.6,2.1980,24,666,20.2,388.52,16.44
917,-71.040000,42.182000,14.1,14.1,9.32909,0.0,18.1,0,713,6185,98.7,2.2616,24,666,20.2,396.90,18.13
918,-71.042800,42.184500,13.0,13.0,7.52601,0.0,18.1,0,713,6417,98.3,2.1850,24,666,20.2,304.21,19.31
919,-71.046000,42.181000,13.4,13.4,6.71772,0.0,18.1,0,713,6749,92.6,2.3236,24,666,20.2,0.32,17.44
920,-71.041000,42.179500,15.2,15.2,5.44114,0.0,18.1,0,713,6655,98.2,2.3552,24,666,20.2,355.29,17.73
921,-71.034000,42.179000,16.1,16.1,5.09017,0.0,18.1,0,713,6297,91.8,2.3682,24,666,20.2,385.09,17.27
922,-71.040000,42.177000,17.8,17.8,8.24809,0.0,18.1,0,713,7393,99.3,2.4527,24,666,20.2,375.87,16.74
923,-71.045500,42.176800,14.9,14.4,9.51363,0.0,18.1,0,713,6728,94.1,2.4961,24,666,20.2,6.68,18.71
924,-71.051000,42.178000,14.1,14.1,4.75237,0.0,18.1,0,713,6525,86.5,2.4358,24,666,20.2,50.92,18.13
1001,-71.051700,42.173500,12.7,12.7,4.66883,0.0,18.1,0,713,5976,87.9,2.5806,24,666,20.2,10.48,19.01
1002,-71.051500,42.170000,13.5,13.5,8.20058,0.0,18.1,0,713,5936,80.3,2.7792,24,666,20.2,3.50,16.94
1003,-71.047500,42.169000,14.9,14.9,7.75223,0.0,18.1,0,713,6301,83.7,2.7831,24,666,20.2,272.21,16.23
1004,-71.043000,42.169000,20.0,20.0,6.80117,0.0,18.1,0,713,6081,84.4,2.7175,24,666,20.2,396.90,14.70
1005,-71.043000,42.172800,16.4,16.4,4.81213,0.0,18.1,0,713,6701,90.0,2.5975,24,666,20.2,255.23,16.42
1006,-71.035000,42.174500,17.7,17.7,3.69311,0.0,18.1,0,713,6376,88.4,2.5671,24,666,20.2,391.43,14.65
1007,-71.031000,42.169500,19.5,19.5,6.65492,0.0,18.1,0,713,6317,83.0,2.7344,24,666,20.2,396.90,13.99
1008,-71.035800,42.167500,20.2,20.2,5.82115,0.0,18.1,0,713,6513,89.9,2.8016,24,666,20.2,393.82,10.29
1009,-71.045000,42.164000,21.4,21.4,7.83932,0.0,18.1,0,655,6209,65.4,2.9634,24,666,20.2,396.90,13.22
1010,-71.055000,42.165000,19.9,19.9,3.16360,0.0,18.1,0,655,5759,48.2,3.0665,24,666,20.2,334.40,14.13
1011,-71.055000,42.168500,19.0,19.0,3.77498,0.0,18.1,0,655,5952,84.7,2.8715,24,666,20.2,22.01,17.15
1101,-71.066000,42.178000,19.1,19.1,4.42228,0.0,18.1,0,584,6003,94.5,2.5403,24,666,20.2,331.29,21.32
1102,-71.070000,42.168000,19.1,19.1,15.57570,0.0,18.1,0,0.58,5926,71.0,2.9084,24,666,20.2,368.74,18.13
1103,-71.069000,42.172500,20.1,20.1,13.07510,0.0,18.1,0,0.58,5713,56.7,2.8237,24,666,20.2,396.90,14.76
1104,-71.074000,42.168000,19.9,19.9,4.34879,0.0,18.1,0,0.58,6167,84.0,3.0334,24,666,20.2,396.90,16.29
1105,-71.082500,42.169800,19.6,19.6,4.03841,0.0,18.1,0,532,6229,90.7,3.0993,24,666,20.2,395.33,12.87
1106,-71.083300,42.175000,23.2,23.2,3.56868,0.0,18.1,0,0.58,6437,75.0,2.8965,24,666,20.2,393.37,14.36
1201,-71.073200,42.184000,29.8,29.8,4.64689,0.0,18.1,0,614,6980,67.6,2.5329,24,666,20.2,374.68,11.66
1202,-71.055000,42.183000,13.8,13.8,8.05579,0.0,18.1,0,584,5427,95.4,2.4298,24,666,20.2,352.58,18.14
1203,-71.051100,42.187900,13.3,13.3,6.39312,0.0,18.1,0,584,6162,97.4,2.2060,24,666,20.2,302.76,24.10
1204,-71.056500,42.188000,16.7,16.7,4.87141,0.0,18.1,0,614,6484,93.6,2.3053,24,666,20.2,396.21,18.68
1205,-71.052800,42.192000,12.0,12.0,15.02340,0.0,18.1,0,614,5304,97.3,2.1007,24,666,20.2,349.48,24.91
1206,-71.055800,42.191300,14.6,14.6,10.23300,0.0,18.1,0,614,6185,96.7,2.1705,24,666,20.2,379.70,18.03
1207,-71.067000,42.194500,21.4,21.4,14.33370,0.0,18.1,0,614,6229,88.0,1.9512,24,666,20.2,383.32,13.11
1301,-71.100800,42.174000,23.0,23.0,5.82401,0.0,18.1,0,532,6242,64.7,3.4242,24,666,20.2,396.90,10.74
1302,-71.095000,42.173000,23.7,23.7,5.70818,0.0,18.1,0,532,6750,74.9,3.3317,24,666,20.2,393.07,7.74
1303,-71.090000,42.166500,25.0,25.0,5.73116,0.0,18.1,0,532,7061,77.0,3.4106,24,666,20.2,395.28,7.01
1304,-71.097500,42.160800,21.8,21.8,2.81838,0.0,18.1,0,532,5762,40.3,4.0983,24,666,20.2,392.92,10.42
1401,-71.080400,42.154000,20.6,20.6,2.37857,0.0,18.1,0,583,5871,41.9,3.7240,24,666,20.2,370.73,13.34
1402,-71.075000,42.145500,21.2,21.2,3.67367,0.0,18.1,0,583,6312,51.9,3.9917,24,666,20.2,388.62,10.58
1403,-71.071500,42.155000,19.1,19.1,5.69175,0.0,18.1,0,583,6114,79.8,3.5459,24,666,20.2,392.68,14.98
1404,-71.065000,42.161000,20.6,20.6,4.83567,0.0,18.1,0,583,5905,53.2,3.1523,24,666,20.2,388.22,11.45
1601,-71.018900,42.234400,15.2,15.2,0.15086,0.0,27.74,0,609,5454,92.7,1.8209,4,711,20.1,395.09,18.06
1602,-71.022800,42.233500,7.0,7.0,0.18337,0.0,27.74,0,609,5414,98.3,1.7554,4,711,20.1,344.05,23.97
1604,-71.024500,42.236800,8.1,8.1,0.20746,0.0,27.74,0,609,5093,98.0,1.8226,4,711,20.1,318.43,29.68
1605,-71.016000,42.238200,13.6,13.6,0.10574,0.0,27.74,0,609,5983,98.8,1.8681,4,711,20.1,390.11,18.07
1606,-71.029700,42.244700,20.1,20.1,0.11132,0.0,27.74,0,609,5983,83.5,2.1099,4,711,20.1,396.90,13.35
1701,-71.012500,42.246200,21.8,21.8,0.17331,0.0,9.69,0,585,5707,54.0,2.3817,6,391,19.2,396.90,12.01
1702,-71.012500,42.250000,24.5,24.5,0.27957,0.0,9.69,0,585,5926,42.6,2.3817,6,391,19.2,396.90,13.59
1703,-71.010500,42.254700,23.1,23.1,0.17899,0.0,9.69,0,585,5670,28.8,2.7986,6,391,19.2,393.29,17.60
1704,-71.001000,42.252500,19.7,19.7,0.28960,0.0,9.69,0,585,5390,72.9,2.7986,6,391,19.2,396.90,21.14
1705,-70.994700,42.249600,18.3,18.3,0.26838,0.0,9.69,0,585,5794,70.6,2.8927,6,391,19.2,396.90,14.10
1706,-71.005000,42.245500,21.2,21.2,0.23912,0.0,9.69,0,585,6019,65.3,2.4091,6,391,19.2,396.90,12.92
1707,-70.998500,42.243000,17.5,17.5,0.17783,0.0,9.69,0,585,5569,73.5,2.3999,6,391,19.2,395.77,15.10
1708,-70.992000,42.238000,16.8,16.8,0.22438,0.0,9.69,0,585,6027,79.7,2.4982,6,391,19.2,396.90,14.33
1801,-70.986000,42.231200,22.4,22.4,0.06263,0.0,11.93,0,573,6593,69.1,2.4786,1,273,21.0,391.99,9.67
1802,-70.991000,42.227500,20.6,20.6,0.04527,0.0,11.93,0,573,6120,76.7,2.2875,1,273,21.0,396.90,9.08
1803,-70.994800,42.226000,23.9,23.9,0.06076,0.0,11.93,0,573,6976,91.0,2.1675,1,273,21.0,396.90,5.64
1804,-70.987500,42.224000,22.0,22.0,0.10959,0.0,11.93,0,573,6794,89.3,2.3889,1,273,21.0,393.45,6.48
1805,-70.982500,42.221000,11.9,19.0,0.04741,0.0,11.93,0,573,6030,80.8,2.5050,1,273,21.0,396.90,7.88
